exchangeCD,secID,sentiment,sentimentScore,newsTitle,secShortName,newsPublishSite,relatedScore,newsPublishTime,newsInsertTime,exchangeName,newsID,ticker
XSHG,601988.XSHG,1,0.11408361011491608,,,,0.0996679961681366,2015-04-09 10:51:00,2015-04-09 12:49:53,,10739240,601988
XSHG,601988.XSHG,1,0.03018181559612243, 9,,,0.0996679961681366,2015-04-09 10:52:00,2015-04-10 03:57:33,,10759298,601988
XSHG,601988.XSHG,1,0.14652907104292567,,,,0.0996679961681366,2015-04-09 11:22:00,2015-04-09 12:15:49,,10738825,601988
XSHG,601988.XSHG,1,0.008398306818584,: ,,,0.0996679961681366,2015-04-09 11:46:04,2015-04-09 12:24:45,,10738939,601988
XSHG,601988.XSHG,1,0.12409998131245392,GDP7 ,,,0.0996679961681366,2015-04-09 13:40:00,2015-04-09 13:50:58,,10740698,601988
XSHG,601988.XSHG,-1,-0.051616626617345784,,,,0.9354090690612793,2015-04-09 14:42:00,2015-04-09 20:51:38,,10753114,601988
XSHG,601988.XSHG,-1,-0.04189815385558249, ?,,,0.3799489736557007,2015-04-09 15:17:33,2015-04-09 15:51:44,,10744500,601988
XSHG,601988.XSHG,1,0.1995055172181499,,,,0.2913126051425934,2015-04-09 19:00:00,2015-04-10 04:54:46,,10761384,601988
XSHG,601988.XSHG,-1,-0.025782973426835665,,,,0.0996679961681366,2015-04-09 19:50:00,2015-04-30 14:19:10,,11268473,601988
XSHG,601988.XSHG,1,0.1784735733258893,,,,0.2913126051425934,2015-04-09 20:01:00,2015-04-09 20:27:42,,10752542,601988
XSHG,601988.XSHG,-1,-0.012879986789389064,214,,,0.1973753273487091,2015-04-09 21:13:00,2015-04-09 21:52:20,,10754075,601988
XSHG,601988.XSHG,-1,-0.04055326341284593, ,,,0.9981778860092163,2015-04-10 00:00:00,2015-04-10 08:04:44,,10763738,601988
XSHG,601988.XSHG,-1,-0.3874542964738732,  ,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 08:34:25,,10764159,601988
XSHG,601988.XSHG,-1,-0.044873833349198256,,,,0.8004990220069885,2015-04-10 00:00:00,2015-04-10 01:37:27,,10756414,601988
XSHG,601988.XSHG,0,0,(2015-04-10),,,0.46211716532707214,2015-04-10 00:00:00,2015-04-10 08:02:35,,10763722,601988
XSHG,601988.XSHG,1,0.017655905627380397,400,,,0.9977748990058899,2015-04-10 00:00:00,2015-04-10 08:34:20,,10764145,601988
XSHG,601988.XSHG,1,0.011526485869111758,,,,0.7162978649139404,2015-04-10 00:00:00,2015-04-13 17:29:23,,10814348,601988
XSHG,601988.XSHG,1,0.11140243064373978,,,,0.7615941762924194,2015-04-10 00:00:00,2015-04-10 01:13:43,,10756191,601988
XSHG,601988.XSHG,1,0.017929274848165422, ,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 09:35:53,,10765776,601988
XSHG,601988.XSHG,-1,-0.13895110887562923, ,,,0.9866142868995667,2015-04-10 00:00:00,2015-04-10 11:32:40,,10769563,601988
XSHG,601988.XSHG,-1,-0.08444952136473172, ,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 13:35:05,,10772256,601988
XSHG,601988.XSHG,-1,-0.17460605548295194,850,,,0.7615941762924194,2015-04-10 00:00:00,2015-04-10 08:57:11,,10765249,601988
XSHG,601988.XSHG,1,0.30025450285867517,,,,0.5370495915412903,2015-04-10 00:00:00,2015-04-13 17:29:13,,10814285,601988
XSHG,601988.XSHG,-1,-0.17764131889610058, ,,,0.7615941762924194,2015-04-10 00:00:00,2015-04-10 09:35:47,,10765759,601988
XSHG,601988.XSHG,1,0.13262214606087652, ,,,0.2913126051425934,2015-04-10 00:00:00,2015-04-10 04:26:02,,10761011,601988
XSHG,601988.XSHG,-1,-0.23879620539108948, 1320,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 07:34:17,,10763194,601988
XSHG,601988.XSHG,-1,-0.06012575486273064,H ,,,0.7615941762924194,2015-04-10 00:00:00,2015-04-10 13:00:47,,10771672,601988
XSHG,601988.XSHG,1,0.269767585545587,,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 03:18:58,,10757701,601988
XSHG,601988.XSHG,-1,-0.09170972888660334,IC  ,,,0.9939631819725037,2015-04-10 00:00:00,2015-04-10 01:03:54,,10756010,601988
XSHG,601988.XSHG,0,0,410,,,0.46211716532707214,2015-04-10 00:00:00,2015-04-13 17:29:00,,10814190,601988
XSHG,601988.XSHG,-1,-0.006759162262541474,GDP7 ,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-11 00:00:25,,10783066,601988
XSHG,601988.XSHG,-1,-0.031588196856094375,2CRI,,,0.1973753273487091,2015-04-10 00:00:00,2015-04-10 04:25:56,,10760988,601988
XSHG,601988.XSHG,-1,-0.020588244558218727,2015-04-10,,,0.1973753273487091,2015-04-10 00:00:00,2015-04-10 10:58:23,,10768751,601988
XSHG,601988.XSHG,-1,-0.07508003458315471,,,,0.3799489736557007,2015-04-10 00:00:00,2015-04-10 03:18:51,,10757688,601988
XSHG,601988.XSHG,-1,-0.16053849257912467,8.8  ,,,0.9890273809432983,2015-04-10 00:00:00,2015-04-10 01:03:53,,10756009,601988
XSHG,601988.XSHG,-1,-0.012163459180022818, 32000,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 17:21:54,,10777760,601988
XSHG,601988.XSHG,-1,-0.11375871106806801,2014,,,0.3799489736557007,2015-04-10 00:00:00,2015-04-10 04:19:30,,10760933,601988
XSHG,601988.XSHG,1,0.020894879839124414,,,,0.9757431149482727,2015-04-10 00:00:00,2015-04-10 12:37:50,,10771216,601988
XSHG,601988.XSHG,1,0.15837855511318,??,,,0.9562374353408813,2015-04-10 00:00:00,2015-04-10 08:55:26,,10764938,601988
XSHG,601988.XSHG,0,0,41040(),,,0.9866142868995667,2015-04-10 00:00:00,2015-04-10 15:04:44,,10774119,601988
XSHG,601988.XSHG,1,0.11324976691149313,?,,,0.2913126051425934,2015-04-10 00:00:00,2015-04-10 16:41:10,,10776595,601988
XSHG,601988.XSHG,-1,-0.18923684223674408,3 ,,,0.6043677926063538,2015-04-10 00:00:00,2015-04-10 10:00:10,,10766911,601988
XSHG,601988.XSHG,-1,-0.0608256061228859,,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 08:07:57,,10763769,601988
XSHG,601988.XSHG,-1,-0.10656387618411067,3.21,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 14:34:29,,10773520,601988
XSHG,601988.XSHG,1,0.11129953391172087,,,,0.0996679961681366,2015-04-10 00:00:00,2015-04-10 08:04:44,,10763739,601988
XSHG,601988.XSHG,1,0.017216860494237318, ,,,0.3799489736557007,2015-04-10 00:00:00,2015-04-10 15:59:24,,10775493,601988
XSHG,601988.XSHG,-1,-0.12487310977848443,,,,0.0996679961681366,2015-04-10 00:12:00,2015-04-10 07:12:37,,10763064,601988
XSHG,601988.XSHG,-1,-0.044873811627590854, ,,,0.8004990220069885,2015-04-10 01:55:00,2015-04-14 23:58:43,,10854769,601988
XSHG,601988.XSHG,-1,-0.0552134217644531, ,,,0.8004990220069885,2015-04-10 02:03:20,2015-04-11 17:15:41,,10790064,601988
XSHG,601988.XSHG,-1,-0.12422637951233739,,,,0.3799489736557007,2015-04-10 02:14:00,2015-04-10 02:21:47,,10757341,601988
XSHG,601988.XSHG,1,0.0630490285532943,IMF,,,0.0996679961681366,2015-04-10 02:15:52,2015-04-10 04:53:07,,10761305,601988
XSHG,601988.XSHG,-1,-0.008538221429770454,,,,0.0996679961681366,2015-04-10 03:33:00,2015-04-10 03:51:48,,10757874,601988
XSHG,601988.XSHG,1,0.0640517908451732,,,,0.9836748838424683,2015-04-10 03:33:12,2015-04-11 17:15:21,,10789985,601988
XSHG,601988.XSHG,1,0.017456204941641795, ,,,0.8004990220069885,2015-04-10 03:38:07,2015-04-10 03:59:20,,10759802,601988
XSHG,601988.XSHG,1,0.07902952176310651,ETC163,,,0.7615941762924194,2015-04-10 03:45:48,2015-04-10 06:53:35,,10762367,601988
XSHG,601988.XSHG,1,0.07766018323455381, 500,,,0.0996679961681366,2015-04-10 05:03:09,2015-04-10 05:24:38,,10761568,601988
XSHG,601988.XSHG,1,0.16533220978496055,2015,,,0.0996679961681366,2015-04-10 05:54:13,2015-04-10 06:09:53,,10762033,601988
XSHG,601988.XSHG,-1,-0.026201507174851146,,,,0.0996679961681366,2015-04-10 06:07:00,2015-04-10 06:54:50,,10762844,601988
XSHG,601988.XSHG,1,0.18754163012613567, ,,,0.3799489736557007,2015-04-10 06:42:00,2015-04-10 07:53:50,,10763577,601988
XSHG,601988.XSHG,-1,-0.08110877134126604, ,,,0.0996679961681366,2015-04-10 07:15:00,2015-04-16 07:56:38,,10901125,601988
XSHG,601988.XSHG,1,0.09696445900283024,,,,0.0996679961681366,2015-04-10 07:17:39,2015-04-11 17:16:39,,10790368,601988
XSHG,601988.XSHG,-1,-0.057723317453022616,6 8.8,,,0.8617231845855713,2015-04-10 07:26:00,2015-04-16 07:32:44,,10900580,601988
XSHG,601988.XSHG,1,0.10804174208623718,410,,,0.7615941762924194,2015-04-10 07:35:00,2015-04-10 08:09:54,,10763789,601988
XSHG,601988.XSHG,-1,-0.1953863780373708,,,,0.0996679961681366,2015-04-10 07:38:43,2015-04-10 08:56:34,,10765215,601988
XSHG,601988.XSHG,1,0.13919759015662625, ,,,0.0996679961681366,2015-04-10 07:40:00,2015-04-16 06:26:00,,10898843,601988
XSHG,601988.XSHG,1,0.1198578462885671,A,,,0.0996679961681366,2015-04-10 07:55:23,2015-04-10 08:21:43,,10763946,601988
XSHG,601988.XSHG,-1,-0.008228668624446378,03988.HK,,,0.0996679961681366,2015-04-10 07:56:00,2015-04-10 08:56:39,,10765225,601988
XSHG,601988.XSHG,1,0.1198578462885671,49 ,,,0.0996679961681366,2015-04-10 07:56:00,2015-04-10 09:54:24,,10766327,601988
XSHG,601988.XSHG,-1,-0.03546256896310396, ,,,0.46211716532707214,2015-04-10 07:57:14,2015-04-10 08:21:59,,10763999,601988
XSHG,601988.XSHG,1,0.269767585545587, 6,,,0.0996679961681366,2015-04-10 08:07:25,2015-04-10 08:22:02,,10764005,601988
XSHG,601988.XSHG,-1,-0.005327893704751507,,,,0.8004990220069885,2015-04-10 08:09:00,2015-04-10 08:45:42,,10764311,601988
XSHG,601988.XSHG,-1,-0.17501013085963935,A 17,,,0.0996679961681366,2015-04-10 08:10:00,2015-04-10 12:58:31,,10771558,601988
XSHG,601988.XSHG,1,0.04289582032963701,100100A100B,,,0.0996679961681366,2015-04-10 08:14:00,2015-04-10 08:58:05,,10765329,601988
XSHG,601988.XSHG,1,0.008687245613753669,,,,0.921668529510498,2015-04-10 08:14:00,2015-04-10 09:18:38,,10765538,601988
XSHG,601988.XSHG,-1,-0.06017090726081453,,,,0.3799489736557007,2015-04-10 08:19:00,2015-04-10 08:58:03,,10765323,601988
XSHG,601988.XSHG,-1,-0.00725486319683466,,,,0.9800963997840881,2015-04-10 08:19:00,2015-04-10 09:27:52,,10765697,601988
XSHG,601988.XSHG,0,0,,,,0.998778223991394,2015-04-10 08:19:00,2015-04-10 09:27:51,,10765696,601988
XSHG,601988.XSHG,-1,-0.03887690102976815,(),,,0.8853516578674316,2015-04-10 08:19:00,2015-04-10 09:27:48,,10765690,601988
XSHG,601988.XSHG,-1,-0.06829083461445906,,,,0.9926314949989319,2015-04-10 08:19:00,2015-04-10 08:45:48,,10764332,601988
XSHG,601988.XSHG,1,0.08011468180590642,100A,,,0.0996679961681366,2015-04-10 08:29:00,2015-04-16 06:40:17,,10899678,601988
XSHG,601988.XSHG,-1,-0.005327928703285134,,,,0.8853516578674316,2015-04-10 08:52:00,2015-04-10 09:51:40,,10765969,601988
XSHG,601988.XSHG,-1,-0.1105898177819098, ,,,0.9950547814369202,2015-04-10 08:56:20,2015-04-22 18:07:13,,11061129,601988
XSHG,601988.XSHG,-1,-0.0552134217644531,H ,,,0.8004990220069885,2015-04-10 09:00:00,2015-04-10 09:54:19,,10766316,601988
XSHG,601988.XSHG,-1,-0.04331624178314841,6.1370 32,,,0.0996679961681366,2015-04-10 09:20:00,2015-04-10 14:14:00,,10773172,601988
XSHG,601988.XSHG,-1,-0.17010971881795622,,,,0.3799489736557007,2015-04-10 10:02:37,2015-04-10 10:31:12,,10768391,601988
XSHG,601988.XSHG,-1,-0.014915455456346427,2015 04 10,,,0.1973753273487091,2015-04-10 10:25:00,2015-04-10 12:06:07,,10770450,601988
XSHG,601988.XSHG,1,0.13846603798625523,,,,0.1973753273487091,2015-04-10 10:26:53,2015-04-10 14:01:49,,10772966,601988
XSHG,601988.XSHG,1,0.011309533127975113,500,,,0.0996679961681366,2015-04-10 10:38:00,2015-04-10 11:03:49,,10768932,601988
XSHG,601988.XSHG,-1,-0.01701249394192994,3 :,,,0.0996679961681366,2015-04-10 10:48:00,2015-04-14 19:01:29,,10841728,601988
XSHG,601988.XSHG,1,0.048590215280333915,LOF,,,0.9910074472427368,2015-04-10 11:01:00,2015-04-10 12:27:48,,10770994,601988
XSHG,601988.XSHG,1,0.020968303023187307,LOF,,,0.664036750793457,2015-04-10 11:02:00,2015-04-10 12:27:49,,10770995,601988
XSHG,601988.XSHG,1,0.05817689145319793,100,,,0.0996679961681366,2015-04-10 11:24:00,2015-04-10 12:06:50,,10770497,601988
XSHG,601988.XSHG,-1,-0.02357415238308258,"1.4%""4"" ",,,0.0996679961681366,2015-04-10 11:46:00,2015-04-10 15:34:39,,10774972,601988
XSHG,601988.XSHG,1,0.07656199732247582,3 ,,,0.0996679961681366,2015-04-10 13:32:00,2015-04-10 15:59:00,,10775368,601988
XSHG,601988.XSHG,1,0.07656199732247582,32.31,,,0.0996679961681366,2015-04-10 13:37:00,2015-04-10 15:58:52,,10775340,601988
XSHG,601988.XSHG,-1,-0.046960062444808215,,,,0.6043677926063538,2015-04-10 13:47:00,2015-04-22 18:48:53,,11063222,601988
XSHG,601988.XSHG,-1,-0.06796272941698822,2015TOP30,,,0.3799489736557007,2015-04-10 14:11:10,2015-04-10 14:19:12,,10773329,601988
XSHG,601988.XSHG,1,0.07653004347066461, ,,,0.1973753273487091,2015-04-10 14:18:00,2015-04-10 15:12:48,,10774314,601988
XSHG,601988.XSHG,1,0.1189861878581,,,,0.664036750793457,2015-04-10 14:19:00,2015-04-11 17:19:50,,10791172,601988
XSHG,601988.XSHG,1,0.16759436377471748,,,,0.8617231845855713,2015-04-10 14:24:51,2015-04-14 19:01:29,,10841731,601988
XSHG,601988.XSHG,-1,-0.05178507136630628, ,,,0.0996679961681366,2015-04-10 14:40:05,2015-04-11 00:00:28,,10783077,601988
XSHG,601988.XSHG,1,0.1860785868249808,3.01% ,,,0.9977748990058899,2015-04-10 14:49:14,2015-04-11 17:18:00,,10790769,601988
XSHG,601988.XSHG,1,0.1860785868249808,2.99% ,,,0.9977748990058899,2015-04-10 15:13:19,2015-04-11 17:18:29,,10790887,601988
XSHG,601988.XSHG,1,0.017289713406601237,2015,,,0.3799489736557007,2015-04-10 15:26:00,2015-04-10 16:26:48,,10776099,601988
XSHG,601988.XSHG,1,0.10488520139016333, ,,,0.0996679961681366,2015-04-10 15:30:00,2015-04-10 15:58:54,,10775348,601988
XSHG,601988.XSHG,1,0.29891092242424877,1.22%? 7.90%,,,0.7615941762924194,2015-04-10 16:12:48,2015-04-11 17:31:57,,10791767,601988
XSHG,601988.XSHG,1,0.047205863355283206, A,,,0.3799489736557007,2015-04-10 16:33:29,2015-04-22 16:50:21,,11054507,601988
XSHG,601988.XSHG,-1,-0.12852387669535215,  ,,,0.3799489736557007,2015-04-10 16:37:00,2015-04-10 21:13:24,,10781781,601988
XSHG,601988.XSHG,1,0.062151871894545296,410,,,0.7162978649139404,2015-04-10 16:37:00,2015-04-14 21:10:37,,10848621,601988
XSHG,601988.XSHG,-1,-0.008800191138855662,:,,,0.0996679961681366,2015-04-10 16:48:00,2015-04-13 06:25:19,,10798207,601988
XSHG,601988.XSHG,1,0.08885327537361176,(4.10),,,0.998778223991394,2015-04-10 17:18:00,2015-04-10 18:19:43,,10779152,601988
XSHG,601988.XSHG,-1,-0.12875763710200627,(4.10),,,0.9562374353408813,2015-04-10 17:18:00,2015-04-10 18:19:43,,10779151,601988
XSHG,601988.XSHG,1,0.19818162291617636,WhoTradesIAIR 2015,,,0.0996679961681366,2015-04-10 17:47:43,2015-04-10 18:40:00,,10779580,601988
XSHG,601988.XSHG,-1,-0.03219527433343938,8A,,,0.9562374353408813,2015-04-10 18:06:00,2015-04-10 20:00:43,,10780785,601988
XSHG,601988.XSHG,-1,-0.056950707859423355,MLF3700,,,0.6043677926063538,2015-04-10 18:14:00,2015-04-11 17:17:39,,10790636,601988
XSHG,601988.XSHG,-1,-0.21218060955782803,20150410,,,0.0996679961681366,2015-04-10 20:02:00,2015-04-10 20:36:44,,10781291,601988
XSHG,601988.XSHG,-1,-0.1486240563088368, ,,,0.0996679961681366,2015-04-10 20:04:00,2015-04-10 20:36:44,,10781292,601988
XSHG,601988.XSHG,1,0.18054536990738934, ,,,0.0996679961681366,2015-04-10 22:00:56,2015-04-10 22:54:38,,10782370,601988
XSHG,601988.XSHG,1,0.003433357466816833,,,,0.9704519510269165,2015-04-11 00:00:00,2015-04-15 16:58:23,,10880520,601988
XSHG,601988.XSHG,-1,-0.07621679767276734, H,,,0.8004990220069885,2015-04-11 00:00:00,2015-04-11 01:08:16,,10783599,601988
XSHG,601988.XSHG,1,0.16872855294653188, ,,,0.921668529510498,2015-04-11 00:00:00,2015-04-11 09:04:42,,10786189,601988
XSHG,601988.XSHG,1,0.08515000775502046,I,,,0.0996679961681366,2015-04-11 00:00:00,2015-04-17 20:26:14,,10954177,601988
XSHG,601988.XSHG,-1,-0.03303724174077005,500,,,0.9800963997840881,2015-04-11 00:00:00,2015-04-15 00:32:18,,10856290,601988
XSHG,601988.XSHG,1,0.056594008951158736, ,,,0.9997979402542114,2015-04-11 00:00:00,2015-04-11 09:00:49,,10785998,601988
XSHG,601988.XSHG,-1,-0.0028946018605569,A ?,,,0.9562374353408813,2015-04-11 00:00:00,2015-04-11 03:49:20,,10784421,601988
XSHG,601988.XSHG,1,0.12155288463998848,QFII ,,,0.9989995956420898,2015-04-11 00:00:00,2015-04-13 17:31:40,,10814645,601988
XSHG,601988.XSHG,1,0.060520658257677384,,,,0.9836748838424683,2015-04-11 00:00:00,2015-04-11 03:49:10,,10784403,601988
XSHG,601988.XSHG,-1,-0.13394472603888075,PPI ,,,0.3799489736557007,2015-04-11 00:00:00,2015-04-11 11:11:33,,10787736,601988
XSHG,601988.XSHG,1,0.04470339011888447,,,,0.0996679961681366,2015-04-11 01:43:06,2015-04-11 03:00:12,,10784189,601988
XSHG,601988.XSHG,-1,-0.05452142271934379,500,,,0.9051482677459717,2015-04-11 02:02:20,2015-04-14 21:10:18,,10848618,601988
XSHG,601988.XSHG,-1,-0.07621679011099458,H ,,,0.8004990220069885,2015-04-11 02:02:21,2015-04-14 19:02:56,,10841783,601988
